AgeGroup,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,QID1_Browser,QID1_Version,QID1_Operating System,QID1_Resolution,QID10,QID10_3_TEXT,QID9,QID9_6_TEXT,QID6,QID27,QID28,QID14,QID19,QID16,QID29,QID17,QID18,RandomId,IsPlacebo,RecipientAvgTimeToRespond,IP Address,Postal Code,City,Region,Country,CountryCode,SurveyLink,SurveySessionID,CurrentDate,Email,Language,ExternalDataReference
25-35,11/28/2020 11:06,11/28/2020 11:16,IP Address,69.117.190.55,100,559,TRUE,11/28/2020 11:16,R_1hygoUYw6Pi27NG,,,,,40.92410278,-74.51399994,anonymous,EN,0.9,Edge,84.0.522.52,Windows NT 10.0,1440x900,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Independent / Other,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,40307,NO,,69.117.190.55,7869,Randolph Township,NJ,United States,US,,,2020-11-28T11:16:15-07:00,,,
25-35,11/28/2020 11:08,11/28/2020 11:18,IP Address,24.149.69.33,100,628,TRUE,11/28/2020 11:18,R_8A2CCTVuT5zqV8t,,,,,36.98579407,-79.88279724,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1280x720,Male,,White/Caucasian,,Some college,Employed,Independent / Other,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,93795,YES,,24.149.69.33,24151,Rocky Mount,VA,United States,US,,,2020-11-28T11:18:44-07:00,,,
25-35,11/28/2020 11:11,11/28/2020 11:21,IP Address,172.58.71.60,100,618,TRUE,11/28/2020 11:21,R_PCjHh1GIQ2koU9z,,,,,36.12620544,-95.94080353,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,63170,YES,,172.58.71.60,74114,Tulsa,OK,United States,US,,,2020-11-28T11:21:39-07:00,,,
25-35,11/28/2020 11:05,11/28/2020 11:21,IP Address,196.17.66.145,100,1008,TRUE,11/28/2020 11:21,R_A1yWMVaKYZGPHGN,,,,,34.05439758,-118.2440033,anonymous,EN,0.9,Chrome,84.0.4147.125,Windows NT 10.0,1366x768,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,88440,NO,,196.17.66.145,90009,Los Angeles,CA,United States,US,,,2020-11-28T11:21:55-07:00,,,
25-35,11/28/2020 11:13,11/28/2020 11:24,IP Address,24.125.21.166,100,653,TRUE,11/28/2020 11:24,R_2BszZGSXIscNI3S,,,,,34.28489685,-85.22530365,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 6.3,1366x768,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,69209,NO,,24.125.21.166,30165,Rome,GA,United States,US,,,2020-11-28T11:24:09-07:00,,,
25-35,11/28/2020 11:00,11/28/2020 11:25,IP Address,99.101.100.7,100,1501,TRUE,11/28/2020 11:25,R_5nI8ZhSvY4bLT5D,,,,,35.04899597,-89.95189667,anonymous,EN,0.7,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,Male,,White/Caucasian,,High school,Employed,Independent / Other,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,16422,YES,,99.101.100.7,38141,Memphis,TN,United States,US,,,2020-11-28T11:25:25-07:00,,,
25-35,11/28/2020 11:12,11/28/2020 11:26,IP Address,198.228.81.185,100,838,TRUE,11/28/2020 11:26,R_2rT0dJjm1Tm93kF,,,,,37.75100708,-97.8219986,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 6.3,1364x768,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,93800,YES,,198.228.81.185,,,,United States,US,,,2020-11-28T11:26:29-07:00,,,
25-35,11/28/2020 11:23,11/28/2020 11:29,IP Address,99.62.37.8,100,382,TRUE,11/28/2020 11:29,R_1otojzcAT8Lotw7,,,,,39.78010559,-86.05570221,anonymous,EN,0.9,Edge,87.0.664.47,Windows NT 10.0,1600x900,Male,,White/Caucasian,,Some college,Employed,Conservative,Yes,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,31702,NO,,99.62.37.8,46219,Indianapolis,IN,United States,US,,,2020-11-28T11:29:58-07:00,,,
25-35,11/28/2020 11:26,11/28/2020 11:37,IP Address,196.17.66.252,100,655,TRUE,11/28/2020 11:37,R_Qh3ZFDOuH2M6A6t,,,,,34.05439758,-118.2440033,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 6.1,1366x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,99042,YES,,196.17.66.252,90009,Los Angeles,CA,United States,US,,,2020-11-28T11:37:48-07:00,,,
25-35,11/28/2020 11:28,11/28/2020 11:37,IP Address,174.138.179.181,100,564,TRUE,11/28/2020 11:37,R_2qfT8V1727T2AFk,,,,,40.706604,-74.20269775,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1366x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,98996,NO,,174.138.179.181,,,NJ,United States,US,,,2020-11-28T11:37:49-07:00,,,
25-35,11/28/2020 11:34,11/28/2020 11:44,IP Address,73.232.207.163,100,600,TRUE,11/28/2020 11:44,R_Cf3b0hyvM6JELux,,,,,30.17070007,-95.50189972,anonymous,EN,0.9,Chrome,87.0.4280.67,Macintosh,1280x800,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,56204,YES,,73.232.207.163,77382,Spring,TX,United States,US,,,2020-11-28T11:44:04-07:00,,,
25-35,11/28/2020 11:45,11/28/2020 11:46,IP Address,47.7.97.67,100,54,TRUE,11/28/2020 11:46,R_RrX64Mgir5Vs3Dz,,,,,30.54359436,-89.68959808,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,3440x1440,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,93360,YES,,47.7.97.67,39466,Picayune,MS,United States,US,,,2020-11-28T11:46:21-07:00,,,
25-35,11/28/2020 11:50,11/28/2020 11:54,IP Address,73.147.12.248,100,222,TRUE,11/28/2020 11:54,R_pugyP51UV2yJRol,,,,,37.2696991,-81.22119904,anonymous,EN,0.9,Chrome,86.0.4240.198,Android 9,360x780,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,38346,NO,,73.147.12.248,24701,Bluefield,WV,United States,US,,,2020-11-28T11:54:11-07:00,,,
25-35,11/28/2020 11:53,11/28/2020 11:54,IP Address,47.203.93.90,100,77,TRUE,11/28/2020 11:54,R_DSv0t38U0NrcFDH,,,,,28.30220032,-82.62640381,anonymous,EN,0.7,Edge,84.0.522.52,Windows NT 10.0,2560x1080,Male,,White/Caucasian,,High school,Employed,Conservative,Yes,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,27234,YES,,47.203.93.90,34654,New Port Richey,FL,United States,US,,,2020-11-28T11:54:43-07:00,,,
25-35,11/28/2020 11:49,11/28/2020 11:58,IP Address,162.40.215.4,100,561,TRUE,11/28/2020 11:58,R_1gN12XkmCRKb7Pj,,,,,29.80969238,-82.46749878,anonymous,EN,0.7,Chrome,87.0.4280.66,Windows NT 6.1,1920x1080,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Strongly agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,70372,YES,,162.40.215.4,32615,Alachua,FL,United States,US,,,2020-11-28T11:58:34-07:00,,,
25-35,11/28/2020 12:00,11/28/2020 12:02,IP Address,38.68.52.11,100,153,TRUE,11/28/2020 12:02,R_1lsheWGWjxQ2raE,,,,,37.75100708,-97.8219986,anonymous,EN,0.7,Chrome,86.0.4240.198,Windows NT 10.0,1366x768,Male,,Black or African American,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,96824,NO,,38.68.52.11,,,,United States,US,,,2020-11-28T12:02:58-07:00,,,
25-35,11/28/2020 11:18,11/28/2020 12:09,IP Address,71.125.74.233,100,3081,TRUE,11/28/2020 12:09,R_1K2194vPAg008y4,,,,,40.79379272,-74.4878006,anonymous,EN,0.9,Firefox,84,Windows NT 10.0,2560x1440,Male,,White/Caucasian,,Some college,Not Employed,Independent / Other,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,90258,NO,,71.125.74.233,7960,Morristown,NJ,United States,US,,,2020-11-28T12:09:55-07:00,,,
25-35,11/28/2020 12:00,11/28/2020 12:09,IP Address,108.4.94.198,100,549,TRUE,11/28/2020 12:09,R_2WBGdIZMNUXxu50,,,,,37.51469421,-77.50340271,anonymous,EN,0.9,Firefox,83,Windows NT 10.0,2732x1536,Male,,Hispanic/Latino,,Some college,Not Employed,Liberal,Yes,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,58441,NO,,108.4.94.198,23225,Richmond,VA,United States,US,,,2020-11-28T12:09:57-07:00,,,
25-35,11/28/2020 12:00,11/28/2020 12:10,IP Address,69.10.49.135,100,628,TRUE,11/28/2020 12:10,R_1fjxDIZzYglkyxy,,,,,40.87770081,-73.90799713,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1366x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,59031,YES,,69.10.49.135,7110,Nutley,NJ,United States,US,,,2020-11-28T12:10:54-07:00,,,
25-35,11/28/2020 12:02,11/28/2020 12:12,IP Address,72.42.155.134,100,571,TRUE,11/28/2020 12:12,R_2YhN2Rz9esoHMo3,,,,,61.20489502,-149.8096008,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 6.3,1364x768,Male,,Hispanic/Latino,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,58151,NO,,72.42.155.134,99508,Anchorage,AK,United States,US,,,2020-11-28T12:12:10-07:00,,,
25-35,11/28/2020 12:03,11/28/2020 12:18,IP Address,76.113.85.179,100,880,TRUE,11/28/2020 12:18,R_1f0DlLBxVVGm23a,,,,,35.1013031,-106.5246964,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Somewhat agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,32286,YES,,76.113.85.179,87112,Albuquerque,NM,United States,US,,,2020-11-28T12:18:07-07:00,,,
25-35,11/28/2020 12:00,11/28/2020 12:19,IP Address,206.72.198.131,100,1108,TRUE,11/28/2020 12:19,R_3Rz9YfwB3JDZif8,,,,,37.75100708,-97.8219986,anonymous,EN,0.9,Chrome,86.0.4240.111,Windows NT 10.0,1366x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,98246,YES,,206.72.198.131,501,Holtsville,NY,United States,US,,,2020-11-28T12:19:04-07:00,,,
25-35,11/28/2020 12:02,11/28/2020 12:19,IP Address,73.166.121.243,100,1041,TRUE,11/28/2020 12:19,R_ulfmxnowcYNnuJX,,,,,29.51829529,-95.09770203,anonymous,EN,0.9,Chrome,86.0.4240.75,Windows NT 6.3,1280x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,70335,NO,,73.166.121.243,77573,League City,TX,United States,US,,,2020-11-28T12:19:41-07:00,,,
25-35,11/28/2020 12:10,11/28/2020 12:22,IP Address,72.14.119.2,100,767,TRUE,11/28/2020 12:22,R_2rq4TyC351teUew,,,,,48.70480347,-95.75039673,anonymous,EN,0.9,Chrome,87.0.4280.67,Macintosh,1280x800,Female,,White/Caucasian,,Some college,Employed,Independent / Other,Yes,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,33436,NO,,72.14.119.2,56751,Roseau,MN,United States,US,,,2020-11-28T12:22:48-07:00,,,
25-35,11/28/2020 12:17,11/28/2020 12:30,IP Address,172.14.118.218,100,804,TRUE,11/28/2020 12:30,R_1MWXLzoEa5L3CWx,,,,,34.13699341,-118.2375946,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1280x720,Female,,Asian,,Bachelor's degree or higher,Employed,Liberal,No,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,96050,YES,,172.14.118.218,91205,Glendale,CA,United States,US,,,2020-11-28T12:30:58-07:00,,,
25-35,11/28/2020 12:22,11/28/2020 12:33,IP Address,73.210.59.14,100,655,TRUE,11/28/2020 12:33,R_8BvgLxY3wwDb3nX,,,,,41.78919983,-88.26200104,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 6.3,1366x768,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,71845,NO,,73.210.59.14,60502,Aurora,IL,United States,US,,,2020-11-28T12:33:02-07:00,,,
25-35,11/28/2020 12:27,11/28/2020 12:36,IP Address,73.144.251.253,100,523,TRUE,11/28/2020 12:36,R_3p3IUZTymqu4LoH,,,,,42.92849731,-83.6332016,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Female,,White/Caucasian,,Some college,Employed,Liberal,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,73169,NO,,73.144.251.253,48439,Grand Blanc,MI,United States,US,,,2020-11-28T12:36:14-07:00,,,
25-35,11/28/2020 12:31,11/28/2020 12:47,IP Address,76.122.55.158,100,953,TRUE,11/28/2020 12:47,R_1oFmHeAJixP4CMI,,,,,30.35110474,-81.5059967,anonymous,EN,0.3,Firefox,83,Windows NT 10.0,1366x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,47848,YES,,76.122.55.158,32225,Jacksonville,FL,United States,US,,,2020-11-28T12:47:33-07:00,,,
25-35,11/28/2020 12:41,11/28/2020 12:51,IP Address,66.24.11.166,100,616,TRUE,11/28/2020 12:51,R_3KIUmV2PJrHhGr5,,,,,42.18159485,-76.82949829,anonymous,EN,0.7,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,58571,YES,,66.24.11.166,14845,Horseheads,NY,United States,US,,,2020-11-28T12:51:28-07:00,,,
25-35,11/28/2020 12:09,11/28/2020 13:03,IP Address,207.244.89.162,100,3216,TRUE,11/28/2020 13:03,R_2zdRwdhNF4PCXbH,,,,,37.75100708,-97.8219986,anonymous,EN,0.7,Chrome,87.0.4280.66,Windows NT 10.0,1280x800,Male,,Black or African American,,Bachelor's degree or higher,Employed,Liberal,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,74847,NO,,207.244.89.162,,,,United States,US,,,2020-11-28T13:03:05-07:00,,,
25-35,11/28/2020 13:00,11/28/2020 13:11,IP Address,72.190.198.47,100,645,TRUE,11/28/2020 13:11,R_2E4A3QGl4En2ifm,,,,,29.55929565,-97.96309662,anonymous,EN,0.9,Chrome,86.0.4240.183,Windows NT 10.0,1366x768,Male,,Black or African American,,Bachelor's degree or higher,Employed,Conservative,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,74826,NO,,72.190.198.47,78155,Seguin,TX,United States,US,,,2020-11-28T13:11:35-07:00,,,
25-35,11/28/2020 13:49,11/28/2020 14:06,IP Address,67.191.145.76,100,1023,TRUE,11/28/2020 14:06,R_1mRCIBzApIB9dX6,,,,,34.23190308,-84.16269684,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1536x864,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,47478,YES,,67.191.145.76,30040,Cumming,GA,United States,US,,,2020-11-28T14:06:03-07:00,,,
25-35,11/28/2020 15:03,11/28/2020 15:17,IP Address,172.114.169.143,100,795,TRUE,11/28/2020 15:17,R_22J2nnJPT6N0H5I,,,,,34.02510071,-118.1556015,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Male,,Hispanic/Latino,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,89663,NO,,172.114.169.143,90022,Los Angeles,CA,United States,US,,,2020-11-28T15:17:13-07:00,,,
35-45,11/28/2020 11:02,11/28/2020 11:08,IP Address,158.51.102.59,100,357,TRUE,11/28/2020 11:08,R_tQzTNDAPG7MVdAJ,,,,,38.70739746,-117.0652008,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1280x768,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,77635,YES,,158.51.102.59,89045,Round Mountain,NV,United States,US,,,2020-11-28T11:08:39-07:00,,,
35-45,11/28/2020 11:01,11/28/2020 11:11,IP Address,174.28.224.48,100,586,TRUE,11/28/2020 11:11,R_22YcpGvH4nspigF,,,,,35.17590332,-106.6015015,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1440x900,Male,,White/Caucasian,,Some college,Employed,Liberal,Yes,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,45022,NO,,174.28.224.48,87113,Albuquerque,NM,United States,US,,,2020-11-28T11:11:17-07:00,,,
35-45,11/28/2020 11:02,11/28/2020 11:11,IP Address,108.64.75.194,100,558,TRUE,11/28/2020 11:11,R_a5AvNYTeCCQBXYB,,,,,38.06629944,-122.1654968,anonymous,EN,0.9,Chrome,86.0.4240.111,Windows NT 10.0,3440x1440,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,61290,YES,,108.64.75.194,94510,Benicia,CA,United States,US,,,2020-11-28T11:11:48-07:00,,,
35-45,11/28/2020 11:02,11/28/2020 11:12,IP Address,99.73.19.51,100,588,TRUE,11/28/2020 11:12,R_2dNjBNLa9U3RcYm,,,,,34.0296936,-84.14689636,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 6.3,1366x768,Male,,Black or African American,,Bachelor's degree or higher,Employed,Liberal,No,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,36147,NO,,99.73.19.51,30097,Duluth,GA,United States,US,,,2020-11-28T11:12:04-07:00,,,
